Loan Id,Duration,Received,Persons Received From Total,Banks Received,Paybills Received Others
recfL544942KdpNfw,6,239284.99,112136,900,1180
recfL544942KdpNfw,6,239284.99,112136,900,1180
,4,1025859.32,787808,290,3338
rech2pZBFsGvFuRVc,12,432120.43,360140,389255,19480
,12,145905.91,140196,253091,4400
,4,1025879.32,787808,290,3338
,12,557591,550641,84068,60
recglHvMiiwcRGF1k,12,276247.43,241404,198356,63513.2
recWuLyqsoLz4Ay0E,12,330489,329989,39800,4000
rec1mTwJ6vsUfAepZ,10,4386469.15,4277535,864120,48334
recZ9RZHgSoEQ5q4F,12,347567.29,339369,276949,3800
,6,20115.22,19078,10860,10
,6,107693.68,104232,177580,10
,12,316331.89,312669,217467,6310
rec2JzDn7zb8zMNp7,12,8762573.34,8755072,2253130,31510
recKEe71FS1f3gYkn,6,725293.48,679834,8580,5000
recVTswvhPAkz1dx6,12,1159878.84,849182,222500,832039
recLDnr2Wy68EDTFr,12,410232.78,372007,214828,174373
,12,274023.87,264412,325876,40
,6,697538.3,552559,7750,28000
,3,176751.47,141367,523104,1593
,12,803156.28,734517,29200,2100
,12,58608.22,57586,10960,18
recx25jfBMe1C0gJY,6,2269310.37,2208444,965635,99950
,12,438847.93,346472,59980,700
recYUc55vHF35LtXI,6,296277.91,295124,152315,7290
recswHMOhzmPQhBRo,12,1094696.12,523414,815086,25610
,12,290771.44,252279,122,505
recjKTqrmodF4gxZw,12,280163,279433,272692,5480
recx401uPMbuSKsRi,12,136416,133620,14451,32147
,12,61830,61150,6950,221
,12,133712.68,29451,57972,30
recirjFyKlMFC69a1,12,243362,243362,55601,5590
recBhjpVvIVayMJQs,12,476576.89,464540,73260,2770
recmoFd9iHgtYtRGa,6,209307.17,200635,36450,4300
,12,1591869.87,1096539,266540,302087
recYSQcfjJm5bMDpe,6,425380.86,412072,11812,42830
,20,523332.14,500353,115480,224752.7
,12,751347.14,491294,1373810,421710
,12,705373.35,625329,343786,11872
,10,391339.29,329319.47,40401,55300
,12,1224411.18,679384,481963,514602
,6,48725.9,46775,8500,0
recVeVccEoyoFz6UD,6,363764.26,337153,12100,2200
rec6shHbZ03p9uiVt,12,320388.52,214436,19970,35246
rec3KUhwctXuawmzJ,12,257857.01,255110,308333,140363
,9,39746.3,39659,15700,0
,6,144011.73,140986,23000,0
,12,805737.29,823452,5140,1270
,12,281045.3,267246,14900,12027.8
,12,1062390,1061340,302100,41600
reco39KzekvQRlc6q,6,478194.98,463616,244250,0
,1,76024,75044,7510,3272
reczNW9RXnnCCAYLJ,12,380256.14,372171,37076,100
recCKWuOl0WXSS11V,12,112563.43,111829,30800,114
recd4GRQaiOVGZMLe,12,309620.44,164110,522250,441650
,12,1266171,1266631,2032195,2020
,7,487931.44,482702,81350,35075
recwhKB01FMBRNYrb,12,94440.59,37795,885778,10
recgVy1EHmQEbIJVU,12,218202.82,136961,124961,9975
recPmHNw3mXv5vx3n,11,1582306.62,1197062,809850,534350
recPmHNw3mXv5vx3n,11,1582306.62,1197062,809850,534350
recAWapJRk32kUr1u,12,1568503,1583523,102963,68660
recsgDrl78eTePu2k,6,156738.25,154653,231640,538189
recMnj9fCZSAOtRPu,12,358120.12,352977,2750,10365
recDmwl9zHEVqMixb,12,579131.98,567936,148030,83626
,6,66491.55,64440,10315,8260
recLE1C2wrxwXSb4h,11,683769.01,662345,52130,511821
,12,358867.16,327589,7960,9370
,6,27007.3,26920,15700,0
,6,6973.7,2250,15000,31000
recswHMOhzmPQhBRo,6,538408.96,225461,526549,17000
,6,1041892.18,1023953,55575,6166
rechrhy9MwUXGtxia,6,31434,31424,22325,7040
,12,41774.13,33145,6300,120
,12,771304.08,638038,35800,166922
,12,64587.57,50408,942500,0
,12,140645.03,139655,19465,30
recPGQyIdk4S3RhBu,6,4874514.92,3565085,8777480,237950
,12,140595.03,139655,19465,30
recTZyDVL2mNYgRlJ,12,487044.54,466887,1229,22000
recWQ4IOrueuTD9XG,10,4499889,4487389,1441250,1840280
recWQ4IOrueuTD9XG,10,4499889,4487389,1441250,1840280
,12,541086.89,533093,353490,13800
,12,314856.05,215358,9860,15300
recirr6y77vk7MdZW,6,81299.4,36674,350,150
,6,809669.72,552800,37350,142903
,12,257518.11,213078,501051,63368
,12,491368.59,479337,1784870,250
reckKORuy1hSNmKDO,6,960451.12,609630,2050,0
,12,78027,77055,59723,132466.02
,12,491575.87,473728,75540,11970
recLhkJviKFN7pNf9,12,142328.77,121068,151068,26719
recXDt2zTfe5dxzof,12,77551.88,74945,553144,1500
,5,393046,390539,65200,6975
,6,1213888,911167,1499980,3000
,12,734036.79,336147,872172,120325
,12,210481.59,172428,144059,29607.83
,24,417775,415825,36780,10925
recv7436X8FIh879z,6,711769.16,698709,45400,24634
,12,521161.91,516210,118550,150
,12,207622.19,180628,9530,0
reclAriqhwPUuRIMr,6,68266.53,64540,136140,20160
,8,4328359,4323659,1091180,353060
,6,477257,477257,2500,829
recSIEmgFeZLi5G7F,12,3534272,3534272,452340,10
recTT5j6qD68MrRov,10,1006463.32,873576,208935,21338
reccwuHANvJktzy1U,6,141991.08,132773,32800,50
,6,478016.14,457450,48845,15860
,11,1014168.32,697617,1507886,106096
rec7ceZxlPP81HG6O,12,1144979,1144879,264088,9701.94
,6,140235,140135,466305,15613
,9,1371467.94,1268599,52310,14493
,6,619049.29,614079,599000,56198
,6,1503480.33,1497992,1203584,210668
recIxGOD8vnRVSHDw,12,1586582,1586582,673970,200
,6,2315094.86,2256181,2801860,124759
recYWfyjXSUQNIMAm,6,2899944.85,2799208,1901130,0
rec6B00wsibjfGzcR,6,165226,164296,42676,3257
,6,526180.95,516138,71384,13585
rec8OfVfSwxGMqbDF,12,423352.08,388589,345463,570
,12,372247.08,293943,480844,333951
,12,1492456.36,1436177,223677,6107
,7,8905119.61,6733205,2799450,30200
,12,670370.25,582407,107600,210
recVLg7cNzte2TfCh,6,196658.83,156364,207540,230870
,12,402583.72,282730,233980,182500
,6,222652.13,222637,52850,5785
rec67pQwHWIZIMFSJ,12,884639.38,831280,49170,6385
recbH76Tk3CGaGstl,5,364144,364144,274730,0
recC3qwY2ecn6EFne,12,996914.76,896098,488681,320409.95
,12,465930.53,456608,47416,214650
rece68NvlbWZTnrnp,6,59495.86,52694,16245,1390
rectk1EkE01spCLjM,12,1420278.2,1110398,1055200,139492.98
rec4gZF7EiEqmijQb,12,212432.95,161358,33550,50
reciAG5MsIOsDFZj4,12,1408378.32,1378656,231509,85
recWiLXszbFdQYP0V,10,27026.47,23219,950,0
,11,41430.36,38929,366003,3545
,12,169177.24,158672,14450,48687.43
recDwZNKNQpugN8kG,6,1490618,1490618,972417,0
recQI5dVKRE6HRlzh,12,267171.36,193843,222280,530
,12,459768.12,416057,12040,22600
recuX3BeG7CakMi1Z,12,724671.46,657301,809245,599900.19
recxgWvJaiZL1jC5r,5,130618,130158,440,290
reciTnRY1EZokSyME,6,196882.09,166968,187705,5376
recdLCfbermmNJkIC,12,1138977.87,888854,298460,5510
recmaxjSnAQ9tOG3U,6,130751.71,115147,205871,380
rec4dz2JfjGO60vtN,12,292071.94,215110,13790,21420
,6,66573,66573,119950,8100
recx7NQ6WqJicOPh3,12,871739.45,775565,118950,110
,12,249840.62,240085,91518,135190
rec34JpdsQd0jpuzB,6,1427440.48,1062344,230685,77260
,12,1562629,1553649,636810,10
recbevFO9ELwa2sx5,12,1348702,1454269,54445,200387
recIxpOODgOOKvdCW,12,2073967,1341192,108000,223528
,12,215507.33,56395,628150,850
,12,95180.59,72815,66433,0
,12,250130,250130,23809,10
recYWh0lXzn8W7Lag,12,138008.88,134286,365510,3420
,6,42567,42567,152680,2350
recgzfAMza00yFrgQ,6,99033,99513,30000,0
recgzfAMza00yFrgQ,6,99033,99513,30000,0
,12,484832.6,110087,25955,31900
rec2oYqbd4U2Qevvo,12,198702.54,159180,187070,2713
,6,177280,177280,11000,473
,12,189148.17,188291,95504,27531
rec5YeUYF2EiGT4II,12,907311.04,795316,83400,1400
,12,243911.57,214852,131184,595055.14
,11,274435.33,75280,262035,221960
reccQOOlKGsGq479P,12,299496.38,249513,29500,22638
,12,56447,56447,9360,90
recieUC8RJ7MfWuTV,6,94738.78,85499,32004,25250
rec4zTXuSxeeqGhVZ,6,171599.44,166509,365593,6850
,10,746966.7,600941,18870,11200
recscBnoA26TbHUgd,6,54058.37,53820,394206,240
rec5eApvdyPNdlqIE,7,1346439.95,1061594,80656,70208
,12,1903344.59,1821217,240930,8400
,12,504191.29,479182,74468,453
rechGgTngtO6DuXca,6,355569.81,329209,1065900,955500
,6,139356.9,139235,307880,100600
,12,120878,120878,8534,148934
reczexDvIEwhOIfqG,12,620683.46,619755,234402,94828
recmCpdkXTufBjcUF,6,103146.48,94522,3000,0
,12,42928.2,23656,89110,2960
,6,138859.94,121641,0,0
,12,465778.07,371224,31220,750
,12,23389,22989,1210,6124
,6,466008.49,416915,45103,700
,12,359677.8,353035,213338,15060
reciK8LPY61F4k75p,6,129477.91,99635,19100,6068
,6,89531.71,65561,500,70
recNyGOHbEbUa6koW,6,507494.22,503042,75327,2846
recdwsdkc2cYGCJdL,12,353467.77,322576,42480,3360
,6,115986,115986,24000,0
recXvYhzuBSvINuCK,12,273290.7,273272,421826,172
recbz6CzZNsRzAyuD,12,2444414.42,2268146,20730,120
recOUV9swXVI0ZEpq,11,1648888.24,1628682,145853,163874
,12,1457031.85,1446198,435259,883916
recb1MZNsL1xlKMJm,6,1166953.02,1146745,521099,46091.2
rec9Jt4oWmlp8kLGb,12,106737.54,84006,389455,50334
recBY6G2XVFs6vT0Z,12,1091803.36,1066133,63282,327
,12,3027414.66,2732713,587760,565700
,6,722299,718189,22270,5930
,6,94108,94140,300,1959
reclRA3Q57TPdKDRG,12,177987.54,166749,80390,12325
,12,1277807.83,1100965,277315,24500
,6,658328.12,649105,74160,76350
,12,1482765,1482765,222410,4914
recXSrscrdJdUlLPp,12,1115253.78,682389,20000,392039
,12,534653.78,499584,571978,781
,12,796238.05,595484,18950,13369
reconHZmNsPmQYY6D,12,1064951.41,889893,535589,155598.93
recJYvtx9DSoJTd7Z,12,8148736.46,8107587,1516685,300
,12,494236.59,493775,1069450,0
recg2zFnnFsXrPu1Q,6,2239145.66,2195685,972700,45000
recJho2ha3xHBUX8V,12,1139261.77,1106415,89100,20700
,11,79982,79561,2000,696
,9,1424484,1417284,126859,21904
reclFocWliLnfxydl,6,324439.3,259991,219037,856
recChobTlv4wTFAXQ,12,219644.54,173897,1600,0
rec8fJmFtOGlYINSX,12,6008904,6009104,259730,0
,6,198568.92,187577,14850,2650
rec4coD46LUlrR5YU,6,817292.9,736678,19550,10
,12,4162212.69,2825522,1803663,1010253
recYWT3HVKv4USzbZ,12,240052.51,174851,204274,14280
,12,1515936.88,1513267,226280,12920
,7,635073.09,609105,22700,2031
recACWpgpRLRq6Gzs,12,893167.3,860607,214800,20117
recuZaaIuqdMwl39x,6,51766.78,36525,30770,30
,11,3326288.6,3078278,267250,307052
recyPctG0cSIvSaVY,12,122955.8,122970.8,3215,440
reczvzbQOjgmaV8Ki,6,113105.95,92075,169810,5920
,8,2635139.82,1739237,386600,23810
recBcoOnRA7ktRhUW,9,4308319.99,3930556,1264732,616465.22
rec9pyb4HyQSoT2Cw,12,237802.91,189172,383089,47981
rec6ju29JO3givOON,12,1510064,1515064,1092360,113900
rechtGhCZZOWt5Sbf,12,2374343.86,1861213,1627130,4494
receQsqV1jt1PrZPJ,6,2065360,2065360,0,10629
,9,1018680.88,1011032,15230,3897
,6,92823.27,82676,1270,41730.9
recgi892J1bZoAq4R,12,1789549.17,1742485,199234,120622
rectRgYhhT3mGJFxD,11,603401.46,398243,66050,75744.67
recPTUyXW5fa6oLSl,12,255718,255718,0,10
,12,11479507.24,11170552,7159459,11812
recrqn1kPsFbYVggE,12,89512,89412,2120,360
recsuZCf4KMDqNTWS,12,512329.66,489433,82260,1000
,6,55334.98,54816,81550,0
rec98AIS3BiLh9eUo,6,236585,220335,68610,25299
,6,133289,133289,780,0
recIHfjULX7c9M0Fr,12,765539,763879,791889,57350
,12,481350.65,474892,411706,6743
,24,214397.24,178879,78550,2269
,11,110133.49,79836,145840,3010
recpgnGljRlxFJzqK,12,2875417.3,2711803,794960,234576.33
recMH3FZu5Pqhk7PY,12,290675.51,289000,7350,1238792
recMMCujifAGIHxpx,5,4447466,2338950,3291274,812595
rec6ohkSZQthlXHWw,12,764398.33,757876,115020,8860
,12,489864.48,479824,1000,18560
recbNS88GukQ2JUIn,12,555907.59,527601,276250,509707
recbbU3trq6B6XiP1,12,1912245.81,1901195,220890,49210
,12,182496,179396,8550,540
,7,1306035.87,1188147,365500,18630
,12,507130.1,368601,88110,690
recW8KZiuYSIT3Dob,6,304441.33,242062,356865,77164
recQ8Quv5PNP7p28C,12,608792.65,601392,2065373,17225
,12,572269.93,568306,572890,3697
,12,180846.04,112001,1050,50
rec7fKA5Vy6aE6Yi0,12,2006844,1986914,564584,1980
receYN9wFZmtPm4X0,6,764841.15,747162,49924,22748
rec2WARPrSj9sY7Hi,12,1911045.45,1881369,405980,1005
recS3Yg83LWroKIzu,12,792581,792581,78450,349900
rec2WARPrSj9sY7Hi,3,752938.45,738262,390670,0
recJ3gcfnYJfBj8bg,12,188335,189585,26551,160
recLs0C8Xq2NcVhJ5,12,2217715.55,1942103,635960,5970
reccy0mq9yU72SnDa,6,66000,66000,0,0
,12,396975.26,392648,33430,18140
,12,3388622.53,2793420,163793,206371
,12,167425.85,122830,514174,13221
recfDbD2waC2QgYJt,12,70912.2,70421,60220,697
,12,494622.64,488003,144190,165
recU4V5m5iTXzmn5w,12,305275.67,272083,24330,50
recfPpyaOLyt3dvHV,12,261767.5,231204,957809,31504.9
,12,187701.41,176530,1200,345
,12,700527.23,694003,45850,5525
rec42wUpVTY8ambSh,9,994786.18,915288,65450,5537
,6,83767,83367,3810,12168
,3,262138,295338,4500,10
,12,401233.47,399836,28411,18871.48
recqqIAHYxlkiNwH7,6,2321419.46,2289767,338655,144100
,12,131838.6,110091,72414,110228
rec51oqRn0CDJV5Gh,12,534921.64,536633,753461,442315.99
recdpmoEhihuw1cQU,11,47038.08,39840,500,1352
,12,437065,423590,75240,810
recrsxVUcoXdQpZMr,11,1551058.89,1279680,272044,17830
,8,378426,378356,698167,800
,3,262138,295338,4500,0
recDuPa5tQ3gcqOo5,6,52644.52,47225,3247,0
,12,131134.54,126880,8450,10218.08
,12,33438.69,30770,2600,10
rectYjhxj4KWVgTiF,6,366687,355067,16400,16110
recN5nLNovWY0A5ta,6,19846.25,19484,154285,1140
recxRaCSJbzFJG5qs,12,284957.59,272579,550860,67941
rec4J8QiytkwPvLne,12,1337968.68,1169870,348339,2421828.16
rectELWcsjrKRKuju,6,1051990.22,1027249,3657750,2345
,12,725585.49,637465,410253,457084
,4,527290.57,493636,119380,248917
,7,418271,418021,1178,55289
,12,563640.13,525134,418790,11430
recFaoh9Ruw5mj5Jd,6,81635,74494,33230,1010
recsyrQI5yS8yik9n,12,3992903.71,3922412,7619752,1532619
,4,348071,348071,655490,18970
,12,80979.74,74349,4660,400
rectLAe75TXM4EaUA,6,631410.74,525482,122500,5960
recTaD92QVbNHn3do,12,2381473.81,2283057,3811707,17204
recC36YQXkgkNay0j,12,1185319.38,1153079,217778,1225
,4,32611.15,30976,68746,111335
,12,56721,54521,3100,196209
recQmqMAUkfZF8Zlz,12,961969.56,918256,1309635,802.2
rec1SuIbuYnSajprQ,6,101809,101809,83360,0
,11,261496.31,257445,0,100
rec5Xc20ngwQAzWQh,12,769699.68,740272,127373,3809
,4,32611.15,30976,68746,111335
recQD7l2gNnZnVl9f,12,166956.78,134370,268314,37509
,12,242583.76,239984,112516,16825.88
rec1g1g2rnSN8D0kp,12,392404,391808,132099,9770
rec55LDQFw3o4TMXm,12,479416.12,448595,54820,5915
,12,2023323.8,1818411,1101409,166563.96
,11,256695,154223,44904,246636
,12,1717992.02,1707967,1360542,37033
,6,137227.13,117353,176089,306
,6,149385.95,87601,0,1110
recSm8t3NbclSH9aT,12,1181834,1182024,2042450,162600
,11,853280.52,807438,295840,204847
rec2b5ZJcm34Nl3Jm,12,75664.85,73816,93220,0
recxfDvVJiCgXKEvW,6,78137.62,50642,400,7921
recdpmoEhihuw1cQU,6,27109.85,20725,0,1352
reclBRuiq6LWwmXyt,12,276741.62,225940,111770,50884
reczFR79nyeUdEbKE,6,246175,246175,83400,7700
recKxMVl8u84sQ0p0,12,41544.38,29315,3240,3069450
recFhB4bokefXMvsn,12,227432,227970,262830,151262.32
recqlXWsP9yGX3gic,6,217359.26,213783,132472,40622
rec8WBzakgo7Hj6eV,12,2776566.66,2733625,45105,61309
recIF5jciaidS8wO3,11,663190,670840,545594,89192
recsrPmAgtNa6we0W,12,178989,171789,100,1460
recMh3xcryy5yTy2i,6,1873533,1868233,994667,145593
recMH5zr0gTpECvbN,6,190287,88815,1750,320
rech1rXEx5uArFrOo,6,188071,177751,112930,14800
,12,163600.06,48128,177653,97185
,12,1144430.68,788360,2059918,33660
,12,624648.32,619636,48540,14116
recMXIDvZC6q9Vgl7,6,1552959.13,1078830,540340,10760
rec8C1YVaGcIJGb0B,12,275062,270977,52610,5695
,12,197625.19,150327,42035,2061
recjz3WL4ndzT0NEV,12,1355438.48,1354874,231600,61000
,6,427777,427227,7000,111526
,10,142210,141730,48436,2601.34
,10,1234883,1220233,138500,0
rec7LgoyWk8zxnRRs,12,3021808.27,1560492,8639010,9249708
recXRGYKOLrPCB0Ta,12,276462.65,229049,7350,2898
,6,786919,771666,617385,22125
,6,146859,146859,35740,2802
rec4FYtjJh2SxszG6,12,665875,664875,50000,3020
recRNjKFLY6EikC7Y,6,1221563.76,1119473,1753062,97684
rec5qDdxTJzZWnudK,6,203995.55,202335,112980,37921
rect4vhVAbvCbDdyU,5,44600.09,25475,42450,1345
recYmrskRlbOf3r2n,12,626736.3,393602,3642280,276896
recQ1L8m7502iarZh,12,299960.9,286842,59500,2050
rec2gipyGqf2UDfiT,12,153420,152880,306800,701
,6,131719.72,124080,190752,743
,6,120580,120580,116610,10
rec43pVUn9B618sWK,6,146640.41,105305,154910,2910
,12,465869,418996,187206,117439
rec2i9ANLgfCguYO7,6,862751.9,624894,170639,71350.35
,9,1289256,1259866,201760,30576
recQdq6gPiboBZ6qS,6,518143.17,516885,37923,52486
,12,42414.09,42274,134743.74,23384.45
recAbxFR3OdcdANcR,12,237016.07,221257,206485,387776
,12,697799.65,619126,401922,357962.43
recD0AqiQLI4cHj4Q,12,731754.88,726120,93222,1873
recUWeUOCQkJ9L3tF,6,474943.99,469058,97800,0
,12,297738.76,221566,338789,44687
recrMvZ1HrbQ1IIGB,6,246365.59,189531,210815,23310
,12,236324.17,234245,59560,1510
rec7p5nB7339vrcFM,6,1071035.56,1025954,156366,6520
,12,4840201.34,4406780,1628665,58411
,12,386321.32,325133,217685,700
receTKO3VPXzW29hN,12,265250.95,247395,294196,372083
reckwjgmMUccLZq32,6,593307.26,590446,65670,33022
,6,54118,54118,185730,75201.5
recKumquoQeaVzbtU,6,1275843.04,1135666,182839,57596
,12,95047.11,81320,5800,24800
rec5mFvRVy7JFp3Hm,6,265922,265930,950835,7000
rec4qfh6zmlFaqorw,6,94825.98,81740,4541,8147
recoBHv9S6n8ijO7t,8,1062227.59,967234,133180,24749
,12,261068.42,249765,201011,5085
recBfQbcoz4rOzWDp,12,90954.35,55413,343912,0
recvl2j9Je58OaBv4,5,86560,86560,38075,0
,12,276750.63,191098,3180,4225
,11,2644808.65,2573135,130290,376755
recOBU6kynKPwADmX,9,1748033.01,1740408,230876,5596
,12,179873.59,175586,39192,871
recSzXbibXffRFFOF,6,162343.88,135080,2644549,66936
recvpAPwcFww66fkw,12,7851610.49,7619609,3082999,329020
recLT89WJSbd4ddjR,6,765132,765132,87500,4270
,6,4067072,4067192,747130,119643.16
,12,134294.82,126315,34268,10
recgtgKVtSOVXnUgY,12,1068342.34,1032920,105479.8,20515
recZuTRtp3WQ7dUYJ,12,730976.82,713272,28609,0
recn8CnZnZ91kQlLc,12,390523.65,378362,208662,374
,12,551521.78,431216,70500,9310
,6,263144.37,255828,48229,7805
,12,251842,251842,918617,330
recHJmLNaT0hkqjSc,12,179682.85,136384,161745,60730
rec72lwq6hVIqshD5,12,715381.99,701983,630895,109177
recmt2CW1IuemAEdu,11,126807.88,101840,162110,859
recHmE0hS0ZzkbydN,12,1609884,1603384,173950,12600
,12,63600.74,62783,212560,11130
,12,202787.74,195902,8975,250
recjE6eyd3jx5l7bd,12,773067.96,657725,385850,0
,6,670035.1,235690,1813210,38290
,6,582836,581846,392661,2460
,12,726376.23,693553,193576,10079
,12,394743.16,391028,1957450,1341
,12,308342.95,307211,195299,17844
,12,331913.17,270397,73805,22682
rec6YBWobmbOeMI4f,12,2728695.28,2499900,132170,255120
recjEFiBH40kw5T8a,6,22174,22174,0,0
,4,34186.15,32551,69036,110326
recuElEMW2VCnGfCh,11,2260132.42,1822267,495100,110
,12,421524.54,413654,381685,2700
,10,785089,783819,67349,7520
,12,151722.83,140236,298040,7410
,12,151722.83,140236,298040,7410
,12,2794146.28,1679301,1306580,3900
recGHXaLuuvD2qFKt,12,1040231.78,783941,75575,11650
,12,100100.09,96065,0,360
,6,1011044.14,987402,183150,5600
rec6k34HAyTPbbQxm,6,533977,533977,111313,39867
,12,123955.43,119061,4957,210
,6,182396.87,171333,148670,50
recCSc8C7PsFUhOIJ,12,800707.69,743361,43769,45246
,5,564135,194250,7470,145940
recl1BbJCPaV0akpR,11,506541.77,503754,91910,11673
,6,2795907.78,2191778,1408200,23389
rec2PAbhCyKV6SGsM,6,307449.86,298660,0,5120.5
reccWIKa1xpWpHQRl,10,1404808.3,1387286,217655,330788
rec45SesUb0fSLi1o,12,207941.06,189948,27000,0
rec7qYRXg9O7pc81k,12,480943.09,466645,79480,12276
recMFnUWGWVohIz5L,12,597258,595258,1217830,100597
,9,115198,115198,1030,7121
recR1tKHtZiutggfa,6,356538.37,355618,196050,420637
recwCJ3dhoCB6QtC0,12,62242,62242,0,3020
,6,101571.94,95365,119933,12510
recIarcMM9tm7nveJ,12,1002053.15,1001629,194150,2000
,11,29693,29393,300,550
,12,35761,35490,13700,3310
,12,149133.92,105298,40350,7273
rec1GMTuojOBTNMJE,12,4032212.76,3834896,2523130,14800
,12,254320.05,196365,2600,10
,12,340511,340441,1084490,263894
recGiRBnVZnWE7W4W,6,253961.7,251065,32800,10
,12,1969695.04,1652522,8010367,65000
recG0EnNo7YtoHINL,12,204868,184796,65890,2740
rec6JkPJMJ5zaayeh,12,244426.78,239666,144500,1000
recrKTe3wUhvXkzl2,12,701326.59,402392,3356700,9400
,12,2181256,2174006,963869,499777
,10,743461,743461,288780,432050
rec1iTWyPEAxlYPyt,6,414492.82,242400,0,40
recm800YLVFqhG84F,12,326913.89,293048,31844,377338
recroE5cM2qrGfDoN,10,1065397.31,916001,537725,2000
,12,5623144.9,5514509,2254700,17000
recqLQu4Cq3Vut9hE,6,176119.67,175037,19460,18645
recb3AnuCsvzHA24P,6,569024.31,489794,149160,2010
reckS1J3Rry2gmwMK,12,491618.25,489693,7650,560
,6,189233,189133,29540,2770
,6,5429960,5429960,171500,9600
recvsC1rKAZXv3vSW,6,287067.58,280549,70688,5007
,6,110041,92629,650,130
recqBK2kl8f9hZxvq,6,910854.71,842109,1137228,12480
recDXYKagrTFQRY6N,5,279391.29,204410,2280,710
recCNwqQCVTIopxA1,12,2444120.04,2425906,221440,34200
reclximkrFbLLpUVJ,6,196470.34,163352,3295383,11404
,6,49762.63,45572,2899,350
recc7padEtqwkORNl,24,210969,214485,164842,1010
,6,130213.5,126150,427079,373734
rec0r1LTbSvLTgtHd,11,18417170,18405670,39300,0
recWTMafH8XWqPkn6,12,173669.43,78461,306881,27700
,1,79850,79850,0,349
recjyqf1m0HbwceyY,6,195121,195021,17417,0
